Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
346,SP Khajuria,2013-2024,47,1124,27.41,122.44,109,43,2013,2024,12,61.74377224199288,True,False,False,True,Experienced Anchor,Experienced Anchor
347,M Kaif,2007-2017,69,1121,21.55,102.37,107,25,2007,2017,11,51.56110615521855,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
348,UD Yadav,2014-2024,42,1119,37.3,137.3,84,53,2014,2024,11,58.4450402144772,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor Finisher
349,A Symonds,2007-2011,51,1117,31.91,129.13,91,43,2007,2011,5,55.68487018800358,True,False,False,True,Experienced Anchor,Experienced Anchor
350,D Brevis,2022-2025,55,1116,25.95,142.71,67,83,2022,2025,4,68.63799283154121,True,True,True,False,Inexperienced Elite Batter,Experienced Elite Batter
351,Jahurul Islam,2010-2022,80,1115,19.22,111.16,91,30,2010,2022,13,48.789237668161434,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
352,PSK Gupta,2011-2019,37,1111,33.66,121.15,125,26,2011,2019,9,59.045904590459045,True,False,False,True,Experienced Anchor,Experienced Anchor
353,AA Waghmode,2011-2019,39,1108,34.62,128.68,118,30,2011,2019,9,58.844765342960294,True,False,False,True,Experienced Anchor,Experienced Anchor
354,PM Sahani,2015-2023,53,1106,31.6,123.16,80,42,2015,2023,9,51.71790235081374,True,False,False,True,Experienced Anchor,Experienced Anchor
355,Washington Sundar,2017-2024,100,1102,20.4,117.86,88,31,2017,2024,8,48.82032667876588,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
356,AC Blizzard,2009-2018,58,1098,23.36,123.64,112,31,2009,2018,10,57.74134790528234,True,False,False,True,Experienced Anchor,Experienced Anchor
357,GC Smith,2007-2011,45,1091,25.97,112.01,140,14,2007,2011,5,59.02841429880843,True,False,False,True,Experienced Anchor,Experienced Anchor
358,RP Kadam,2019-2024,31,1089,41.88,128.26,121,29,2019,2024,6,60.42240587695134,True,False,False,True,Experienced Anchor,Experienced Anchor
359,AL Menaria,2011-2022,72,1085,18.7,115.67,85,43,2011,2022,12,55.11520737327189,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
360,Junaid Siddique,2007-2020,48,1080,24.0,130.27,112,39,2007,2020,14,63.14814814814815,True,True,False,True,Experienced Versatile Batter,Experienced Balanced Batter
361,NS Naik,2013-2024,66,1077,27.61,128.82,70,50,2013,2024,12,53.85329619312906,True,False,False,True,Experienced Anchor,Experienced Anchor
362,Lalit Yadav,2018-2024,82,1077,29.1,135.13,106,37,2018,2024,7,59.98142989786444,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor
363,NCR Larkin,2016-2023,58,1069,30.54,120.38,107,17,2016,2023,8,49.57904583723106,True,False,False,True,Experienced Anchor,Experienced Anchor
364,T Kohler-Cadmore,2018-2024,51,1068,24.27,133.16,90,57,2018,2024,7,65.73033707865169,True,True,False,True,Experienced Versatile Batter,Experienced Versatile Batter
365,PW Hasaranga,2017-2024,100,1064,19.0,157.86,117,40,2017,2024,8,66.54135338345864,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
366,SA Roy,2012-2024,53,1063,27.25,128.07,117,26,2012,2024,13,58.70178739416745,True,False,False,True,Experienced Anchor,Experienced Anchor
367,T Kohli,2008-2022,57,1057,24.58,102.12,101,21,2008,2022,15,50.14191106906338,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
368,R Ashwin,2007-2024,282,1047,13.77,118.43,84,35,2007,2024,18,52.14899713467048,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
369,G Rahul Singh,2013-2024,52,1046,25.51,137.81,106,34,2013,2024,12,60.038240917782026,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor Finisher
370,MD Gunathilaka,2014-2024,40,1041,28.91,132.61,120,33,2014,2024,11,65.12968299711815,True,True,False,True,Experienced Versatile Batter,Experienced Versatile Batter
371,P Bisht,2007-2022,66,1038,21.18,141.8,110,38,2007,2022,16,64.35452793834297,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
372,Faheem Ashraf,2018-2025,100,1034,22.47,147.08,84,56,2018,2025,8,64.99032882011605,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
373,CJ Anderson,2014-2024,73,1032,20.23,113.9,66,51,2014,2024,11,55.23255813953488,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
374,DR Shorey,2013-2023,48,1030,27.83,118.11,87,34,2013,2023,11,53.592233009708735,True,False,False,True,Experienced Anchor,Experienced Anchor
375,JL Carter,2013-2021,65,1023,22.23,110.83,74,42,2013,2021,9,53.567937438905176,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
376,BRM Taylor,2007-2020,41,1021,29.17,127.3,98,33,2007,2020,14,57.78648383937316,True,False,False,True,Experienced Anchor,Experienced Anchor
377,MB Murasingh,2009-2024,73,1019,19.22,136.41,69,53,2009,2024,16,58.292443572129535,False,False,True,True,Experienced Finisher,Experienced Balanced Batter
378,R Bishnoi,2007-2021,60,1016,19.92,137.48,70,65,2007,2021,15,65.94488188976378,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
379,RS Kunnummal,2019-2024,33,1015,35.0,132.33,118,30,2019,2024,6,64.23645320197045,True,True,False,True,Experienced Versatile Batter,Experienced Versatile Batter
380,HM Desai,2019-2024,35,1014,32.7,139.47,129,35,2019,2024,6,71.59763313609467,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
381,MS Harris,2014-2025,54,1012,19.46,118.64,107,28,2014,2025,12,58.89328063241107,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
382,PP Das,2012-2023,55,1008,20.57,138.46,113,38,2012,2023,12,67.46031746031747,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
383,Hussain Talat,2017-2025,64,1007,22.88,122.5,85,28,2017,2025,9,50.446871896722946,True,False,False,True,Experienced Anchor,Experienced Anchor
384,R Shepherd,2018-2024,102,1002,21.31,152.74,67,72,2018,2024,7,69.86027944111777,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
385,JG Bista,2015-2023,34,1001,33.36,135.82,114,33,2015,2023,9,65.33466533466533,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
386,Sohail Akhtar,2018-2022,47,1001,27.8,124.81,97,40,2018,2022,5,62.73726273726273,True,False,False,True,Experienced Anchor,Experienced Anchor
387,RJ Quiney,2009-2018,57,995,19.9,122.83,94,39,2009,2018,10,61.30653266331658,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
388,LR Shukla,2007-2015,81,994,20.7,120.63,72,40,2007,2015,9,53.118712273641854,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
389,TR Birt,2011-2015,47,989,24.12,137.93,83,46,2011,2015,5,61.476238624873616,True,True,True,True,Experienced Elite Batter,Experienced Versatile Batter
390,Swapnil Singh,2007-2024,89,988,22.45,128.81,64,48,2007,2024,18,55.06072874493927,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
391,SSJ Brooks,2016-2024,50,984,24.0,127.29,71,42,2016,2024,9,54.47154471544715,True,False,False,True,Experienced Anchor,Experienced Anchor
392,FA Allen,2017-2024,99,978,17.15,142.56,68,60,2017,2024,8,64.62167689161554,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
393,AR Easwaran,2017-2023,34,976,37.53,128.59,84,25,2017,2023,7,49.795081967213115,True,False,False,True,Experienced Anchor,Experienced Anchor
394,Shahriar Nafees,2012-2019,45,976,25.68,105.97,106,18,2012,2019,8,54.50819672131148,True,False,False,True,Experienced Anchor,Experienced Anchor
395,Mahedi Hasan,2016-2025,98,973,18.35,124.1,85,50,2016,2025,10,65.775950668037,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
396,Shamsur Rahman,2012-2024,51,970,24.25,117.29,80,32,2012,2024,13,52.78350515463918,True,False,False,True,Experienced Anchor,Experienced Anchor
397,AK Bains,2013-2024,62,969,19.38,112.54,112,22,2013,2024,12,59.85552115583075,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
398,WU Tharanga,2007-2021,40,968,26.88,119.5,112,21,2007,2021,15,59.29752066115702,True,False,False,True,Experienced Anchor,Experienced Anchor
399,S Bhambri,2019-2024,33,964,33.24,136.73,94,41,2019,2024,6,64.52282157676349,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
400,RA Reifer,2013-2024,83,958,19.95,110.24,66,39,2013,2024,12,51.98329853862212,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
401,NK Patel,2007-2013,37,957,34.17,119.02,105,16,2007,2013,7,53.91849529780565,True,False,False,True,Experienced Anchor,Experienced Anchor
402,Abishek Porel,2022-2024,37,956,31.86,152.71,102,37,2022,2024,3,65.89958158995816,True,True,True,False,Inexperienced Elite Batter,Inexperienced Elite Batter
403,Tanzid Hasan,2022-2025,33,956,29.87,133.14,67,58,2022,2025,4,64.43514644351464,True,True,False,False,Inexperienced Versatile Batter,Experienced Versatile Batter
404,Ziaur Rahman,2012-2025,84,953,19.85,126.22,67,63,2012,2025,14,67.78593913955928,False,False,False,True,Experienced Balanced Batter,Experienced Explosive Finisher
405,MC Juneja,2011-2021,44,952,28.84,126.59,93,17,2011,2021,11,49.78991596638656,True,False,False,True,Experienced Anchor,Experienced Anchor
406,JN Mohammed,2011-2021,60,952,25.05,101.92,60,35,2011,2021,11,47.26890756302521,True,False,False,True,Experienced Anchor,Experienced Anchor
407,K Deobrat,2013-2023,73,951,18.28,115.97,84,40,2013,2023,11,60.56782334384858,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
408,KMA Paul,2017-2024,110,951,16.68,129.21,52,62,2017,2024,8,60.98843322818086,False,True,False,True,Experienced Power Hitter,Experienced Balanced Batter
409,NH Verma,2013-2023,50,947,20.14,102.6,100,9,2013,2023,11,47.94086589229145,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
410,NS Shaikh,2017-2022,45,942,28.54,123.78,82,21,2017,2022,6,48.19532908704883,True,False,False,True,Experienced Anchor,Experienced Anchor
411,TP Ludeman,2011-2018,55,941,26.13,121.73,89,29,2011,2018,8,56.323060573857596,True,False,False,True,Experienced Anchor,Experienced Anchor
412,J Brown,2022-2025,38,940,24.73,149.2,80,65,2022,2025,4,75.53191489361703,True,True,True,False,Inexperienced Elite Batter,Experienced Elite Batter
413,SD Lad,2013-2022,60,939,22.9,118.86,81,33,2013,2022,10,55.59105431309904,True,False,False,True,Experienced Anchor,Experienced Anchor
414,DR Sams,2017-2025,110,934,12.97,138.57,57,56,2017,2025,9,60.38543897216274,False,True,True,True,Experienced Explosive Finisher,Experienced Balanced Batter
415,N Dickwella,2020-2024,51,928,19.74,144.54,122,24,2020,2024,5,68.10344827586206,False,True,True,True,Experienced Explosive Finisher,Experienced Elite Batter
416,ER Dwivedi,2010-2018,47,923,34.18,124.22,95,27,2010,2018,9,58.72156013001083,True,False,False,True,Experienced Anchor,Experienced Anchor
417,Himmat Singh,2018-2024,55,917,28.65,132.51,76,40,2018,2024,7,59.32388222464559,True,False,False,True,Experienced Anchor,Experienced Anchor
418,SS Mundhe,2007-2022,51,914,26.11,122.68,84,26,2007,2022,16,53.82932166301969,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
419,Shamim Hossain,2021-2025,53,910,23.33,137.25,76,43,2021,2025,5,61.75824175824176,True,True,True,True,Experienced Elite Batter,Experienced Versatile Batter
420,C Hemraj,2018-2023,46,900,20.45,117.8,84,43,2018,2023,6,66.0,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
421,M Gilkes,2019-2025,54,899,19.54,117.36,91,22,2019,2025,7,55.172413793103445,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
422,MD Mishra,2007-2015,48,899,20.43,133.18,115,26,2007,2015,9,68.52057842046719,False,True,False,True,Experienced Power Hitter,Experienced Explosive Finisher
423,BP Sandeep,2013-2021,47,892,25.48,123.71,59,30,2013,2021,9,46.63677130044843,True,False,False,True,Experienced Anchor,Experienced Anchor
424,AC Agar,2013-2025,107,882,16.03,114.99,54,36,2013,2025,13,48.97959183673469,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
425,K Lewis,2014-2024,48,880,19.13,126.61,65,61,2014,2024,11,71.13636363636363,False,False,False,True,Experienced Balanced Batter,Experienced Explosive Finisher
426,ID Singh,2007-2021,48,876,19.9,97.87,92,15,2007,2021,15,52.28310502283106,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
427,AR Bawne,2011-2024,42,875,35.0,131.57,83,31,2011,2024,14,59.199999999999996,True,False,False,True,Experienced Anchor,Experienced Anchor
428,RK Das,2013-2023,43,873,22.97,115.62,114,10,2013,2023,11,59.106529209621996,True,False,False,True,Experienced Anchor,Experienced Anchor
429,Shuvagata Hom,2012-2024,96,865,14.91,124.1,78,31,2012,2024,13,57.57225433526012,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
430,Shivam Chauhan,2017-2022,33,864,29.79,122.2,92,15,2017,2022,6,53.00925925925925,True,False,False,True,Experienced Anchor,Experienced Anchor
431,Ganesh Satish,2010-2023,58,861,18.31,98.06,73,11,2010,2023,14,41.57955865272939,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
432,N Saini,2009-2019,57,858,18.65,101.77,81,7,2009,2019,11,42.65734265734265,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
433,R Vinay Kumar,2007-2019,170,858,15.32,126.17,58,37,2007,2019,13,52.91375291375291,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
434,CH Morris,2012-2021,109,856,22.52,155.07,63,43,2012,2021,10,59.57943925233645,False,False,True,True,Experienced Finisher,Experienced Explosive Finisher
435,Mohammad Ashraful,2007-2019,41,855,23.75,119.41,86,22,2007,2019,13,55.67251461988304,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
436,MH Devdhar,2016-2021,37,852,23.66,121.19,95,21,2016,2021,6,59.38967136150235,True,False,False,True,Experienced Anchor,Experienced Anchor
437,S Gani,2021-2024,31,852,34.08,127.73,74,35,2021,2024,4,59.38967136150235,True,False,False,False,Inexperienced Anchor,Experienced Anchor
438,EMDY Munaweera,2012-2023,48,851,17.72,113.46,108,25,2012,2023,12,68.39012925969448,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
439,LA Pomersbach,2008-2014,35,849,30.32,130.01,91,28,2008,2014,7,62.66195524146055,True,True,False,True,Experienced Versatile Batter,Experienced Versatile Batter
440,DW Misal,2013-2024,73,847,18.02,116.02,65,34,2013,2024,12,54.78158205430933,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
441,R Jonathan,2009-2024,47,844,20.58,98.36,75,19,2009,2024,16,49.052132701421804,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
442,SD Heazlett,2015-2023,50,840,17.87,123.89,68,33,2015,2023,9,55.952380952380956,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
443,JJS Sangha,2018-2025,34,836,32.15,121.15,65,21,2018,2025,8,46.172248803827756,True,False,False,True,Experienced Anchor,Experienced Anchor
444,Parvez Rasool,2011-2022,70,835,19.88,105.83,68,22,2011,2022,12,48.383233532934135,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
445,O Davies,2020-2025,48,834,20.34,130.1,53,38,2020,2025,6,52.757793764988016,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
446,S Chaudhary,2017-2024,34,829,25.9,119.97,84,24,2017,2024,8,57.901085645355856,True,False,False,True,Experienced Anchor,Experienced Anchor
447,Mohammed Azharuddeen,2016-2024,48,829,20.21,132.0,68,37,2016,2024,9,59.58986731001207,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
448,YV Dhull,2022-2024,28,826,41.3,124.21,86,26,2022,2024,3,60.53268765133172,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor Finisher
449,N Gangta,2013-2023,49,826,26.64,139.05,84,26,2013,2023,11,59.56416464891041,True,False,True,True,Experienced Anchor Finisher,Experienced Anchor Finisher
450,PK Garg,2019-2024,51,821,20.02,120.55,67,27,2019,2024,6,52.375152253349576,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
451,DJ Harris,2010-2014,41,818,24.78,113.92,81,22,2010,2014,5,55.74572127139364,True,False,False,True,Experienced Anchor,Experienced Anchor
452,C Green,2019-2024,43,816,32.64,145.71,69,32,2019,2024,6,57.35294117647059,True,False,True,True,Experienced Anchor Finisher,Experienced Versatile Batter
453,Ravi Chauhan,2017-2022,30,815,30.18,114.78,91,12,2017,2022,6,53.49693251533743,True,False,False,True,Experienced Anchor,Experienced Anchor
454,PHKD Mendis,2020-2024,42,814,23.94,120.41,75,23,2020,2024,5,53.8083538083538,True,False,False,True,Experienced Anchor,Experienced Anchor
455,SB Vyas,2015-2024,39,814,25.43,140.1,70,45,2015,2024,10,67.56756756756756,True,True,True,True,Experienced Elite Batter,Experienced Elite Batter
456,PJ Cummins,2011-2024,116,803,18.67,137.97,48,50,2011,2024,14,61.27023661270237,False,True,True,True,Experienced Explosive Finisher,Experienced Explosive Finisher
457,H Davids,2009-2018,34,803,29.74,123.34,73,30,2009,2018,10,58.779576587795766,True,False,False,True,Experienced Anchor,Experienced Anchor
458,A Mishra,2007-2024,253,803,13.84,96.51,77,7,2007,2024,18,43.586550435865504,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
459,P Negi,2011-2021,118,803,15.74,122.22,56,33,2011,2021,11,52.552926525529266,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
460,Jaker Ali,2019-2025,62,802,25.06,127.3,44,46,2019,2025,7,56.35910224438903,True,False,False,True,Experienced Anchor,Experienced Anchor
461,C Hari Nishaanth,2019-2023,35,798,26.6,124.29,75,32,2019,2023,5,61.65413533834586,True,False,False,True,Experienced Anchor,Experienced Anchor
462,JD Ryder,2009-2017,40,797,20.43,125.9,88,25,2009,2017,9,62.986198243412794,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
463,C de Grandhomme,2012-2023,55,794,20.35,138.56,59,40,2012,2023,12,59.949622166246854,False,False,True,True,Experienced Finisher,Experienced Balanced Batter
464,DM de Silva,2020-2024,47,794,22.05,126.03,71,23,2020,2024,5,53.14861460957179,False,False,False,True,Experienced Balanced Batter,Experienced Anchor
465,JT Smuts,2011-2025,33,791,26.36,127.78,83,29,2011,2025,15,63.96965865992414,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
466,Naeem Islam,2009-2025,52,790,23.23,110.02,66,25,2009,2025,17,52.40506329113924,True,False,False,True,Experienced Anchor,Experienced Balanced Batter
467,LA Dawson,2012-2025,80,789,17.53,115.85,51,32,2012,2025,14,50.19011406844106,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
468,Samarth Singh,2014-2019,33,789,25.45,111.44,75,24,2014,2019,6,56.27376425855514,True,False,False,True,Experienced Anchor,Experienced Anchor
469,VA Jagadeesh,2007-2016,40,788,25.41,105.63,63,7,2007,2016,10,37.309644670050766,True,False,False,True,Experienced Anchor,Experienced Anchor
470,SM Whiteman,2013-2024,55,785,16.7,118.4,75,21,2013,2024,12,54.267515923566876,False,False,False,True,Experienced Balanced Batter,Experienced Balanced Batter
471,BK Saurabh,2021-2024,23,784,37.33,137.54,64,46,2021,2024,4,67.85714285714286,True,True,True,False,Inexperienced Elite Batter,Inexperienced Elite Batter
