Unnamed: 0,player,span,mat,wickets,econ,sr,start_year,end_year,career_length,is_wicket_taker,is_economist,is_experienced,role,predicted_role
1194,AR Sanganakal,2019-2021,12,9,7.38,29.3,2019,2021,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1195,RA Sharma,2023-2024,7,9,6.76,16.6,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1196,Shivam Sharma,2014-2016,8,9,7.91,18.1,2014,2016,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1197,JA Sinclair,2022-2024,17,9,7.94,22.6,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1198,K Sinclair,2020-2024,15,9,6.51,22.1,2020,2024,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1199,PS Singh,2023-2024,7,9,8.19,14.0,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1200,SR Singh,2007-2011,11,9,7.04,25.4,2007,2011,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1201,A Singhania,2019-2021,16,9,7.15,22.5,2019,2021,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1202,M Singpho,2019-2023,18,9,9.63,23.1,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1203,R Sonu Yadav,2021-2024,6,9,7.25,13.3,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1204,P Subrayen,2014-2025,12,9,7.55,25.7,2014,2025,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1205,JA Thompson,2018-2022,14,9,9.5,14.6,2018,2022,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1206,JJ van der Wath,2007-2011,8,9,8.71,21.3,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1207,S von Berg,2018-2018,3,9,5.5,8.0,2018,2018,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1208,K Yadav,2010-2010,5,9,5.38,12.0,2010,2010,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1209,Swapan Das,2009-2016,16,8,7.26,25.5,2009,2016,8,False,True,False,Inexperienced Economist,Inexperienced Economist
1210,Abhishek Kumar,2022-2022,7,8,8.31,16.5,2022,2022,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1211,SL Akshay,2011-2013,9,8,7.58,20.8,2011,2013,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1212,JM Anderson,2007-2009,9,8,7.2,24.2,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1213,A Aravinddaraj,2019-2023,14,8,8.89,25.8,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1214,Arif Yaqoob,2024-2024,5,8,8.87,12.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1215,Asif Afridi,2022-2022,5,8,6.52,14.2,2022,2022,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1216,SS Bandiwar,2013-2016,10,8,7.98,22.6,2013,2016,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1217,CD Barnwell,2010-2019,59,8,10.28,31.5,2010,2019,10,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1218,RR Biswa,2019-2022,20,8,7.9,30.7,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1219,NW Bracken,2007-2009,8,8,6.91,21.2,2007,2009,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1220,Y Chaudhary,2021-2024,15,8,5.95,16.5,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1221,JM Chauhan,2019-2019,6,8,5.72,13.5,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1222,RK Choudhary,2023-2024,5,8,6.36,14.2,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1223,SD Chowdhury,2007-2010,10,8,6.12,18.1,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1224,PD Collingwood,2007-2012,35,8,8.91,21.6,2007,2012,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1225,S Colombage,2020-2021,9,8,7.96,18.7,2020,2021,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1226,KJ Cottoy,2015-2021,11,8,6.18,12.0,2015,2021,7,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1227,SJ Coyte,2011-2014,13,8,7.01,32.3,2011,2014,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1228,RS D'Souza,2007-2011,10,8,7.82,20.5,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1229,Dhiraj Singh,2010-2017,5,8,5.47,14.2,2010,2017,8,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1230,RH Dias,2018-2024,9,8,8.78,24.2,2018,2024,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1231,LHD Dilhara,2013-2013,4,8,6.75,12.0,2013,2013,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1232,LA Doran,2011-2014,14,8,7.11,27.0,2011,2014,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1233,CN Greaves,2021-2024,15,8,7.96,22.1,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1234,Sunny Gupta,2007-2018,17,8,6.87,33.2,2007,2018,12,False,True,False,Inexperienced Economist,Inexperienced Economist
1235,Gurkeerat Singh,2011-2023,119,8,7.08,27.7,2011,2023,13,False,True,True,Experienced Economist,Experienced Economist
1236,RM Hira,2011-2012,8,8,6.96,23.2,2011,2012,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1237,Hunain Shah,2024-2024,10,8,9.5,17.7,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1238,MD Ingale,2019-2022,10,8,8.59,20.2,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1239,V Jain,2007-2007,4,8,5.78,10.5,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1240,Javed Khan,2014-2014,4,8,5.53,11.2,2014,2014,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1241,SP Jobanputra,2007-2011,7,8,8.09,16.5,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1242,KR Kakade,2019-2023,19,8,7.25,26.8,2019,2023,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1243,Karan Kaila,2019-2023,15,8,6.52,37.0,2019,2023,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1244,JM Kemp,2007-2014,22,8,8.45,20.5,2007,2014,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1245,M Khatri,2010-2013,8,8,7.0,20.2,2010,2013,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1246,YV Krishanatry,2010-2014,8,8,8.07,17.3,2010,2014,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1247,AS Kushwah,2016-2022,8,8,7.56,21.6,2016,2022,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1248,Lee Yong Lepcha,2019-2024,34,8,10.17,44.3,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1249,JB Lintott,2021-2022,8,8,6.26,19.5,2021,2022,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1250,WK McCallan,2009-2009,5,8,7.02,14.6,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1251,Mohammad Mohsin,2020-2024,11,8,8.12,25.3,2020,2024,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1252,KV Morea,2021-2024,5,8,7.1,11.5,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1253,A Mourya,2019-2022,13,8,8.63,15.3,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1254,D Naren Reddy,2013-2021,19,8,6.15,19.3,2013,2021,9,False,True,False,Inexperienced Economist,Inexperienced Economist
1255,M Negi,2023-2024,11,8,7.4,16.5,2023,2024,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1256,C Overton,2025-2025,6,8,6.4,16.5,2025,2025,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1257,MJ Owen,2021-2025,27,8,9.83,27.0,2021,2025,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1258,RS Paliwal,2013-2024,66,8,7.32,23.2,2013,2024,12,False,True,True,Experienced Economist,Experienced Economist
1259,A Parkar,2015-2021,13,8,9.5,16.5,2015,2021,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1260,CK Paul,2013-2024,17,8,7.47,42.2,2013,2024,12,False,True,False,Inexperienced Economist,Inexperienced Economist
1261,VM Prabhudessai,2018-2021,10,8,10.21,21.3,2018,2021,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1262,TJG Pringle,2022-2024,10,8,6.76,22.5,2022,2024,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1263,Y Prithvi Raj,2019-2023,5,8,11.76,12.6,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1264,SMA Priyanjan,2012-2023,19,8,8.39,24.7,2012,2023,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1265,Raja Farzan,2018-2020,5,8,7.56,12.0,2018,2020,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1266,PVSN Raju,2024-2025,9,8,8.98,20.1,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1267,WB Rankin,2009-2016,10,8,7.06,24.7,2009,2016,8,False,True,False,Inexperienced Economist,Inexperienced Economist
1268,YB Rawat,2015-2015,8,8,6.68,20.8,2015,2015,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1269,LM Reece,2017-2020,10,8,6.76,18.7,2017,2020,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1270,Remruatdika Ralte,2021-2023,17,8,8.58,32.7,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1271,SKSP Roul,2021-2023,8,8,9.65,17.2,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1272,SE Rutherford,2018-2025,133,8,9.07,25.3,2018,2025,8,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1273,JD Ryder,2009-2017,40,8,7.98,30.2,2009,2017,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1274,Sachin Baby,2011-2024,102,8,7.83,25.0,2011,2024,14,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1275,C Sakure,2017-2017,3,8,7.25,9.0,2017,2017,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1276,Santosh Lal,2007-2010,6,8,8.33,11.2,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1277,A Sen,2019-2023,19,8,7.58,18.0,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1278,Shivam Shukla,2024-2024,8,8,6.3,22.5,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1279,Shivendra Singh,2018-2021,13,8,7.49,32.6,2018,2021,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1280,Shubham Singh,2019-2023,10,8,8.0,24.7,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1281,SG Singh,2015-2024,16,8,7.82,36.1,2015,2024,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1282,SI Sopariya,2023-2023,10,8,6.25,27.0,2023,2023,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1283,S Sureshnath,2009-2011,5,8,7.26,13.6,2009,2011,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1284,Suryansh Shedge,2024-2025,12,8,9.27,14.8,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1285,Swarajeet Das,2019-2024,24,8,10.14,32.0,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1286,AB Tanwar,2016-2022,10,8,6.11,20.1,2016,2022,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1287,DHAP Tharanga,2020-2022,10,8,8.37,20.2,2020,2022,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1288,GC Tonge,2013-2014,7,8,8.16,13.5,2013,2014,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1289,C Valente,2018-2021,14,8,9.08,26.2,2018,2021,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1290,KL Vanrotlinga,2024-2024,7,8,10.0,20.2,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1291,Y Venugopal Rao,2007-2014,83,8,8.78,38.2,2007,2014,8,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1292,Vishal Gaur,2024-2024,6,8,8.9,16.5,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1293,Vivrant Sharma,2021-2024,24,8,7.97,11.7,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1294,SD Vohra,2007-2010,4,8,5.19,11.1,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1295,N Wagner,2009-2013,8,8,7.63,22.5,2009,2013,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1296,UWMBCA Welegedara,2009-2010,7,8,8.58,16.2,2009,2010,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1297,A Mangaraj,2007-2015,11,7,7.58,26.5,2007,2015,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1298,Gaurav Gambhir,2019-2021,9,7,4.88,21.4,2019,2021,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1299,A Absolem,2007-2010,9,7,6.7,24.4,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1300,KR Adhav,2009-2010,7,7,6.8,22.2,2009,2010,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1301,CK Akshay,2013-2014,7,7,7.44,15.4,2013,2014,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1302,Ashwani Kumar,2022-2025,6,7,9.16,15.4,2022,2025,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1303,K Ashwin Hebbar,2015-2024,59,7,9.07,22.8,2015,2024,10,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1304,T Atchuta Rao,2013-2014,6,7,7.45,17.7,2013,2014,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1305,HK Badani,2007-2011,18,7,6.5,18.8,2007,2011,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1306,SA Badiuzzama,2013-2014,9,7,7.57,24.0,2013,2014,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1307,A Chahal,2018-2019,7,7,8.0,18.8,2018,2019,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1308,S Chaudhary,2017-2024,34,7,7.53,39.1,2017,2024,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1309,GJ Delany,2021-2024,13,7,7.82,23.4,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1310,S Dhaliwal,2014-2024,29,7,7.13,32.5,2014,2024,11,False,True,False,Inexperienced Economist,Inexperienced Economist
1311,Dhruv Singh,2007-2013,25,7,6.54,26.5,2007,2013,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1312,ND Doshi,2010-2011,8,7,7.2,20.0,2010,2011,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1313,VV Gite,2019-2019,9,7,8.63,19.8,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1314,J Glen,2019-2020,13,7,5.9,8.5,2019,2020,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1315,AA Gogoi,2019-2019,6,7,6.57,18.0,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1316,Himan Phukan,2021-2024,9,7,7.96,24.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1317,Jasdeep Singh,2024-2024,6,7,8.42,16.2,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1318,DT Johnston,2009-2012,8,7,7.57,22.2,2009,2012,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1319,AS Karambelkar,2012-2019,19,7,8.34,22.2,2012,2019,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1320,SK Kashyap,2021-2023,9,7,7.92,21.4,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1321,SA Khadir,2019-2019,7,7,9.86,22.8,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1322,Krishan Alang,2019-2021,6,7,7.68,16.2,2019,2021,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1323,NM Kulkarni,2007-2007,8,7,5.75,27.4,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1324,DT Kumaran,2007-2007,4,7,8.85,12.0,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1325,Lalit Yadav,2017-2023,10,7,7.68,26.4,2017,2023,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1326,DW Lawrence,2020-2025,12,7,8.23,11.1,2020,2025,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1327,KS Lokuarachchi,2009-2013,11,7,9.75,20.5,2009,2013,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1328,SCG MacGill,2011-2012,8,7,6.64,21.4,2011,2012,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1329,V Manoharan,2014-2019,11,7,8.0,18.0,2014,2019,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1330,KT Maphaka,2024-2025,11,7,10.36,32.0,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1331,SM Meherob,2024-2025,10,7,7.17,16.0,2024,2025,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1332,SS Mishra,2023-2023,4,7,9.37,13.7,2023,2023,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1333,Mohammad Ashraful,2007-2019,41,7,8.78,25.5,2007,2019,13,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1334,Mohammad Sharif,2013-2017,17,7,8.78,45.8,2013,2017,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1335,TL Moreki,2018-2018,3,7,7.66,7.7,2018,2018,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1336,SD Nadkarni,2009-2009,5,7,6.17,14.5,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1337,Nazmul Hossain,2012-2013,7,7,8.8,17.1,2012,2013,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1338,N Nitin Sai Yadav,2024-2024,4,7,6.93,12.8,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1339,VK Ostwal,2022-2024,8,7,6.48,24.5,2022,2024,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1340,MK Patel,2021-2021,9,7,9.29,20.5,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1341,SA Patterson,2012-2018,7,7,7.71,20.0,2012,2018,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1342,KP Pietersen,2007-2018,127,7,7.77,30.8,2007,2018,12,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1343,Prashant K Singh,2019-2024,8,7,7.44,19.5,2019,2024,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1344,C Raghu,2007-2007,9,7,7.7,24.5,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1345,H Rathod,2021-2024,10,7,8.39,29.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1346,SS Rathour,2016-2021,16,7,6.11,29.1,2016,2021,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1347,KTH Ratnayake,2021-2022,8,7,6.9,20.8,2021,2022,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1348,KC Raval,2011-2014,12,7,6.15,11.1,2011,2014,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1349,P Ray Barman,2019-2024,9,7,8.4,21.4,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
